Gene stable ID	Gene name	Transcript stable ID	NCBI gene (formerly Entrezgene) ID
ENSRNOG00000058948	7SK	ENSRNOT00000081732	
ENSRNOG00000021175	Otub1	ENSRNOT00000028752	293705
ENSRNOG00000046430	AC136847.1	ENSRNOT00000074835	
ENSRNOG00000058949	AABR07017540.1	ENSRNOT00000086339	
ENSRNOG00000004225	Odf4	ENSRNOT00000005667	303236
ENSRNOG00000005965	Irak4	ENSRNOT00000007932	300177
ENSRNOG00000031855	Actr3b	ENSRNOT00000041876	362298
ENSRNOG00000057261	Metazoa_SRP	ENSRNOT00000080414	
ENSRNOG00000052377	AABR07063509.1	ENSRNOT00000085423	
ENSRNOG00000036371	Mir216b	ENSRNOT00000054490	100526583
ENSRNOG00000056240	AABR07063767.1	ENSRNOT00000082225	
ENSRNOG00000054262	AC096501.1	ENSRNOT00000085202	
ENSRNOG00000046702	AABR07036698.1	ENSRNOT00000075665	
ENSRNOG00000058804	AABR07056632.1	ENSRNOT00000081027	
ENSRNOG00000052176	AC115255.1	ENSRNOT00000084663	
ENSRNOG00000047795	AABR07002680.1	ENSRNOT00000074222	
ENSRNOG00000055487	AC120241.1	ENSRNOT00000063026	
ENSRNOG00000061932	AABR07053849.3	ENSRNOT00000085102	
ENSRNOG00000059839	Olr959	ENSRNOT00000050153	302044
ENSRNOG00000042332	Slc44a5	ENSRNOT00000089358	365962
ENSRNOG00000042332	Slc44a5	ENSRNOT00000064249	365962
ENSRNOG00000029339	LOC100363268	ENSRNOT00000042985	100363268
ENSRNOG00000004464	Sel1l	ENSRNOT00000045870	314352
ENSRNOG00000004464	Sel1l	ENSRNOT00000006143	314352
ENSRNOG00000051800	Mir486	ENSRNOT00000085716	
ENSRNOG00000059758	AABR07024799.2	ENSRNOT00000089776	
ENSRNOG00000033200	Olr82	ENSRNOT00000044675	365328
ENSRNOG00000049372	AABR07049196.1	ENSRNOT00000071071	
ENSRNOG00000006782	RGD1560028	ENSRNOT00000008947	500157
ENSRNOG00000058009	SNORA70	ENSRNOT00000091706	
ENSRNOG00000012367	Pcdh7	ENSRNOT00000049245	360942
ENSRNOG00000056769	AABR07012040.1	ENSRNOT00000077123	
ENSRNOG00000053121	AABR07065466.1	ENSRNOT00000085622	
ENSRNOG00000058773	AABR07054129.1	ENSRNOT00000089771	
ENSRNOG00000053156	AABR07038971.1	ENSRNOT00000080597	
ENSRNOG00000015055	Scg2	ENSRNOT00000020219	24765
ENSRNOG00000048483	5S_rRNA	ENSRNOT00000074952	
ENSRNOG00000004735	Gzf1	ENSRNOT00000006287	311508
ENSRNOG00000016906	Lipt2	ENSRNOT00000022879	365314
ENSRNOG00000058122	AABR07059009.2	ENSRNOT00000082708	
ENSRNOG00000058425	AABR07000385.2	ENSRNOT00000082588	
ENSRNOG00000014511	Alg10	ENSRNOT00000019672	245960
ENSRNOG00000055808	AABR07069066.1	ENSRNOT00000083797	
ENSRNOG00000061865	AABR07019334.1	ENSRNOT00000086389	
ENSRNOG00000055914	AABR07013639.1	ENSRNOT00000089942	
ENSRNOG00000011593	Hey1	ENSRNOT00000015537	155437
ENSRNOG00000047431	Tmem262	ENSRNOT00000073942	100365733
ENSRNOG00000060402	AABR07020744.1	ENSRNOT00000087283	
ENSRNOG00000058081	AABR07069733.1	ENSRNOT00000082354	
ENSRNOG00000052314	AABR07072744.1	ENSRNOT00000079150	
ENSRNOG00000056706	AABR07066828.1	ENSRNOT00000086341	
ENSRNOG00000059844	AABR07056515.1	ENSRNOT00000077957	
ENSRNOG00000059339	Gm25791	ENSRNOT00000089038	
ENSRNOG00000015690	Adad2	ENSRNOT00000021072	691275
ENSRNOG00000057371	AABR07056608.1	ENSRNOT00000083969	
ENSRNOG00000054905	AC139608.2	ENSRNOT00000082237	
ENSRNOG00000056308	7SK	ENSRNOT00000083868	
ENSRNOG00000010024	Cyb5r4	ENSRNOT00000013908	171015
ENSRNOG00000053421	Gm24556	ENSRNOT00000086197	
ENSRNOG00000009971	Plekha8	ENSRNOT00000013528	500132
ENSRNOG00000015773	Il21r	ENSRNOT00000021690	308977
ENSRNOG00000054636	AABR07015602.1	ENSRNOT00000084592	
ENSRNOG00000014463	Uri1	ENSRNOT00000019463	308537
ENSRNOG00000022796	Fgfbp3	ENSRNOT00000033780	499349
ENSRNOG00000057730	U6	ENSRNOT00000086533	
ENSRNOG00000007645	Kcnj9	ENSRNOT00000080638	116560
ENSRNOG00000007645	Kcnj9	ENSRNOT00000010113	116560
ENSRNOG00000045175	5S_rRNA	ENSRNOT00000070442	
ENSRNOG00000021553	Nckap5	ENSRNOT00000038020	363974
ENSRNOG00000020970	Rundc3a	ENSRNOT00000028487	303569
ENSRNOG00000020970	Rundc3a	ENSRNOT00000089616	303569
ENSRNOG00000058828	AC106438.1	ENSRNOT00000081385	
ENSRNOG00000045609	Mir340-1	ENSRNOT00000073344	100314220
ENSRNOG00000045609	Mir340-1	ENSRNOT00000073344	104797375
ENSRNOG00000042702	Nipa1	ENSRNOT00000068501	308668
ENSRNOG00000008051	Itpk1	ENSRNOT00000010656	500709
ENSRNOG00000008051	Itpk1	ENSRNOT00000080829	500709
ENSRNOG00000034458	5S_rRNA	ENSRNOT00000052581	
ENSRNOG00000001567	Krtap14	ENSRNOT00000002132	501768
ENSRNOG00000059933	U6	ENSRNOT00000091405	
ENSRNOG00000039559	Fam219a	ENSRNOT00000060642	691024
ENSRNOG00000016689	Fanci	ENSRNOT00000050759	100360594
ENSRNOG00000008577	Fbf1	ENSRNOT00000011560	287836
ENSRNOG00000052812	AC105645.3	ENSRNOT00000078659	
ENSRNOG00000058166	AABR07057495.1	ENSRNOT00000089034	
ENSRNOG00000046950	LOC100912481	ENSRNOT00000057382	100912481
ENSRNOG00000046950	LOC100912481	ENSRNOT00000086607	100912481
ENSRNOG00000059990	U4	ENSRNOT00000077358	
ENSRNOG00000060038	AABR07045483.1	ENSRNOT00000082374	
ENSRNOG00000042821	Cd59	ENSRNOT00000067085	25407
ENSRNOG00000019960	Ino80e	ENSRNOT00000027033	293494
ENSRNOG00000023411	Vsig10l	ENSRNOT00000039446	308556
ENSRNOG00000012331	Casp8	ENSRNOT00000016613	64044
ENSRNOG00000012331	Casp8	ENSRNOT00000084498	64044
ENSRNOG00000052753	LOC100912611	ENSRNOT00000082281	100912611
ENSRNOG00000055810	AABR07004495.1	ENSRNOT00000079518	
ENSRNOG00000046829	Kdr	ENSRNOT00000071405	25589
ENSRNOG00000046829	Kdr	ENSRNOT00000090183	25589
ENSRNOG00000046829	Kdr	ENSRNOT00000085089	25589
ENSRNOG00000052618	AABR07063740.1	ENSRNOT00000077838	102554202
ENSRNOG00000021751	AABR07065265.1	ENSRNOT00000032968	
ENSRNOG00000002833	Gsk3b	ENSRNOT00000003867	84027
ENSRNOG00000002833	Gsk3b	ENSRNOT00000077612	84027
ENSRNOG00000055160	AABR07033249.1	ENSRNOT00000089916	
ENSRNOG00000018107	Zfand5	ENSRNOT00000024583	293960
ENSRNOG00000056244	AABR07052541.1	ENSRNOT00000084655	
ENSRNOG00000007754	Insm2	ENSRNOT00000010188	314131
ENSRNOG00000051702	AABR07013558.1	ENSRNOT00000091469	
ENSRNOG00000059372	LOC102552617	ENSRNOT00000090074	
ENSRNOG00000050309	LOC100910294	ENSRNOT00000075691	100910162
ENSRNOG00000033345	AABR07072668.1	ENSRNOT00000091620	
ENSRNOG00000052600	Mboat7l1	ENSRNOT00000090873	103689982
ENSRNOG00000030150	LOC100362109	ENSRNOT00000048614	100362109
ENSRNOG00000052959	Zscan12	ENSRNOT00000086879	266716
ENSRNOG00000009837	Tmem131l	ENSRNOT00000013260	679811
ENSRNOG00000004783	Fam171b	ENSRNOT00000006504	499821
ENSRNOG00000001120	Med13l	ENSRNOT00000078445	360817
ENSRNOG00000001120	Med13l	ENSRNOT00000081780	360817
ENSRNOG00000001120	Med13l	ENSRNOT00000042331	360817
ENSRNOG00000019464	Ttc9c	ENSRNOT00000026376	309196
ENSRNOG00000029966	Xrcc4	ENSRNOT00000045850	309995
ENSRNOG00000030120	Ormdl2	ENSRNOT00000044292	288783
ENSRNOG00000026861	Zscan18	ENSRNOT00000036880	499083
ENSRNOG00000016486	Nop58	ENSRNOT00000022676	60373
ENSRNOG00000016486	Nop58	ENSRNOT00000091283	60373
ENSRNOG00000042237	Tm6sf2	ENSRNOT00000027800	689029
ENSRNOG00000046472	Arfgap3	ENSRNOT00000074960	503165
ENSRNOG00000046472	Arfgap3	ENSRNOT00000078947	503165
ENSRNOG00000019433	Rab3a	ENSRNOT00000026391	25531
ENSRNOG00000033220	Oas1f	ENSRNOT00000081108	494199
ENSRNOG00000033220	Oas1f	ENSRNOT00000088023	494199
ENSRNOG00000033220	Oas1f	ENSRNOT00000048782	494199
ENSRNOG00000033220	Oas1f	ENSRNOT00000001853	494199
ENSRNOG00000033220	Oas1f	ENSRNOT00000075234	494199
ENSRNOG00000033220	Oas1f	ENSRNOT00000075317	494199
ENSRNOG00000033220	Oas1f	ENSRNOT00000081108	494198
ENSRNOG00000033220	Oas1f	ENSRNOT00000088023	494198
ENSRNOG00000033220	Oas1f	ENSRNOT00000048782	494198
ENSRNOG00000033220	Oas1f	ENSRNOT00000001853	494198
ENSRNOG00000033220	Oas1f	ENSRNOT00000075234	494198
ENSRNOG00000033220	Oas1f	ENSRNOT00000075317	494198
ENSRNOG00000033220	Oas1f	ENSRNOT00000081108	246268
ENSRNOG00000033220	Oas1f	ENSRNOT00000088023	246268
ENSRNOG00000033220	Oas1f	ENSRNOT00000048782	246268
ENSRNOG00000033220	Oas1f	ENSRNOT00000001853	246268
ENSRNOG00000033220	Oas1f	ENSRNOT00000075234	246268
ENSRNOG00000033220	Oas1f	ENSRNOT00000075317	246268
ENSRNOG00000010291	Slc46a1	ENSRNOT00000013698	303333
ENSRNOG00000027702	LOC289035	ENSRNOT00000033636	289035
ENSRNOG00000005830	Tafa4	ENSRNOT00000067881	689043
ENSRNOG00000007587	Tcp11l2	ENSRNOT00000010024	314683
ENSRNOG00000051726	AABR07042418.1	ENSRNOT00000080172	
ENSRNOG00000007766	Pqbp1	ENSRNOT00000010536	302557
ENSRNOG00000007766	Pqbp1	ENSRNOT00000077268	302557
ENSRNOG00000027240	Kndc1	ENSRNOT00000034426	361672
ENSRNOG00000055524	Trip10	ENSRNOT00000082341	116717
ENSRNOG00000019377	Amh	ENSRNOT00000026220	25378
ENSRNOG00000014816	Slc1a1	ENSRNOT00000020272	25550
ENSRNOG00000012196	Asah2	ENSRNOT00000077135	114104
ENSRNOG00000012196	Asah2	ENSRNOT00000016688	114104
ENSRNOG00000040297	Ttc37	ENSRNOT00000062017	294595
ENSRNOG00000048374	Krtap24-1	ENSRNOT00000071034	100364550
ENSRNOG00000002225	Scarb2	ENSRNOT00000003052	117106
ENSRNOG00000012593	Mmel1	ENSRNOT00000017957	313755
ENSRNOG00000012593	Mmel1	ENSRNOT00000064266	313755
ENSRNOG00000003813	Kcnk10	ENSRNOT00000005175	65272
ENSRNOG00000023700	RGD1311847	ENSRNOT00000030617	290615
ENSRNOG00000020058	Celsr2	ENSRNOT00000027263	83465
ENSRNOG00000049544	Olr137	ENSRNOT00000052078	405003
ENSRNOG00000025496	Usp7	ENSRNOT00000046232	360471
ENSRNOG00000033341	MGC116197	ENSRNOT00000046852	367620
ENSRNOG00000033341	MGC116197	ENSRNOT00000089904	367620
ENSRNOG00000060431	Pfpl	ENSRNOT00000087169	502380
ENSRNOG00000011076	Ank2	ENSRNOT00000080637	362036
ENSRNOG00000011076	Ank2	ENSRNOT00000055615	362036
ENSRNOG00000011076	Ank2	ENSRNOT00000089534	362036
ENSRNOG00000011076	Ank2	ENSRNOT00000037255	362036
ENSRNOG00000011076	Ank2	ENSRNOT00000015386	362036
ENSRNOG00000011076	Ank2	ENSRNOT00000080470	362036
ENSRNOG00000011076	Ank2	ENSRNOT00000084756	362036
ENSRNOG00000011076	Ank2	ENSRNOT00000068415	362036
ENSRNOG00000011076	Ank2	ENSRNOT00000014962	362036
ENSRNOG00000011076	Ank2	ENSRNOT00000074002	362036
ENSRNOG00000002763	Ulk2	ENSRNOT00000003792	303206
ENSRNOG00000009112	Pon2	ENSRNOT00000036460	296851
ENSRNOG00000014035	Arhgef4	ENSRNOT00000018935	301334
ENSRNOG00000005650	Pgf	ENSRNOT00000007790	94203
ENSRNOG00000039448	Olr1076	ENSRNOT00000060455	404961
ENSRNOG00000009473	Osbpl7	ENSRNOT00000085830	303497
ENSRNOG00000009473	Osbpl7	ENSRNOT00000067665	303497
ENSRNOG00000048039	LOC679149	ENSRNOT00000074240	679149
ENSRNOG00000057224	AABR07032277.3	ENSRNOT00000080030	
ENSRNOG00000004687	Thbd	ENSRNOT00000006200	83580
ENSRNOG00000050688	Olr1254	ENSRNOT00000052324	103692042
ENSRNOG00000050688	Olr1254	ENSRNOT00000052324	405976
ENSRNOG00000001476	Cldn4	ENSRNOT00000002003	304407
ENSRNOG00000012962	Nudt16	ENSRNOT00000017318	363129
ENSRNOG00000012703	Crh	ENSRNOT00000016953	81648
ENSRNOG00000005883	Nek10	ENSRNOT00000030991	305710
ENSRNOG00000005883	Nek10	ENSRNOT00000007795	305710
ENSRNOG00000056993	Olfr1463	ENSRNOT00000081909	103691301
ENSRNOG00000001915	Chodl	ENSRNOT00000031889	288289
ENSRNOG00000001915	Chodl	ENSRNOT00000090878	288289
ENSRNOG00000024384	Cpn2	ENSRNOT00000048746	303861
ENSRNOG00000008054	Igsf9	ENSRNOT00000010930	304982
ENSRNOG00000008054	Igsf9	ENSRNOT00000086508	304982
ENSRNOG00000059762	AABR07003833.1	ENSRNOT00000079274	
ENSRNOG00000055523	Olr1505	ENSRNOT00000052183	287506
ENSRNOG00000052764	AABR07016779.1	ENSRNOT00000083199	
ENSRNOG00000016792	LOC103689989	ENSRNOT00000022512	103689989
ENSRNOG00000016792	LOC103689989	ENSRNOT00000087291	103689989
ENSRNOG00000017925	Gapvd1	ENSRNOT00000066961	311880
ENSRNOG00000056254	AABR07063282.1	ENSRNOT00000089127	
ENSRNOG00000020733	Camp	ENSRNOT00000028130	316010
ENSRNOG00000026208	AABR07051260.1	ENSRNOT00000035050	
ENSRNOG00000001419	Cldn15	ENSRNOT00000001923	304388
ENSRNOG00000014675	Pi4k2a	ENSRNOT00000019874	114554
ENSRNOG00000046679	AABR07032888.1	ENSRNOT00000072475	
ENSRNOG00000026116	Sall3	ENSRNOT00000034896	364910
ENSRNOG00000012953	Arsa	ENSRNOT00000017783	315222
ENSRNOG00000043357	Zfp407	ENSRNOT00000065201	307213
ENSRNOG00000057427	AABR07039210.3	ENSRNOT00000079834	
ENSRNOG00000017586	LOC685273	ENSRNOT00000023626	
ENSRNOG00000004451	Mc3r	ENSRNOT00000005871	29310
ENSRNOG00000046257	Ctdspl	ENSRNOT00000075793	301056
ENSRNOG00000009751	Gpx7	ENSRNOT00000013913	298376
ENSRNOG00000004925	Ppp1r12a	ENSRNOT00000080285	116670
ENSRNOG00000004925	Ppp1r12a	ENSRNOT00000050037	116670
ENSRNOG00000004925	Ppp1r12a	ENSRNOT00000006773	116670
ENSRNOG00000004925	Ppp1r12a	ENSRNOT00000041473	116670
ENSRNOG00000060557	AABR07027096.1	ENSRNOT00000081895	
ENSRNOG00000010312	Bhlhe23	ENSRNOT00000013690	499952
ENSRNOG00000010244	Sarm1	ENSRNOT00000013639	287545
ENSRNOG00000059428	LOC100125366	ENSRNOT00000088299	
ENSRNOG00000029220	Zmym5	ENSRNOT00000047731	305911
ENSRNOG00000005751	Il36rn	ENSRNOT00000091805	311783
ENSRNOG00000005751	Il36rn	ENSRNOT00000007593	311783
ENSRNOG00000000875	Fhl1	ENSRNOT00000084594	25177
ENSRNOG00000000875	Fhl1	ENSRNOT00000043820	25177
ENSRNOG00000000875	Fhl1	ENSRNOT00000001169	25177
ENSRNOG00000000875	Fhl1	ENSRNOT00000083502	25177
ENSRNOG00000000875	Fhl1	ENSRNOT00000087274	25177
ENSRNOG00000031315	Rpl36al	ENSRNOT00000043171	691991
ENSRNOG00000031315	Rpl36al	ENSRNOT00000043171	108348287
ENSRNOG00000031315	Rpl36al	ENSRNOT00000043171	81769
ENSRNOG00000020407	Atcay	ENSRNOT00000041325	362826
ENSRNOG00000045684	LOC100910978	ENSRNOT00000071131	100910978
ENSRNOG00000009635	Tmem74b	ENSRNOT00000012765	499917
ENSRNOG00000017212	Spsb1	ENSRNOT00000085251	313722
ENSRNOG00000017212	Spsb1	ENSRNOT00000023287	313722
ENSRNOG00000059043	Itch	ENSRNOT00000078235	311567
ENSRNOG00000004667	Gen1	ENSRNOT00000006470	298884
ENSRNOG00000013252	Cwc27	ENSRNOT00000017832	361887
ENSRNOG00000013252	Cwc27	ENSRNOT00000090060	361887
ENSRNOG00000010299	Eps15	ENSRNOT00000064145	313474
ENSRNOG00000028017	Tmem109	ENSRNOT00000038807	361732
ENSRNOG00000037080	Adamts17	ENSRNOT00000055877	293004
ENSRNOG00000056057	AABR07030425.1	ENSRNOT00000088101	
ENSRNOG00000013572	Lxn	ENSRNOT00000018402	59073
ENSRNOG00000011563	Olr1199	ENSRNOT00000015369	405107
ENSRNOG00000000917	Nupr2	ENSRNOT00000001218	360799
ENSRNOG00000056643	Cdh8	ENSRNOT00000084126	84408
ENSRNOG00000017342	Zdhhc7	ENSRNOT00000023405	170906
ENSRNOG00000014013	Map4k4	ENSRNOT00000083322	301363
ENSRNOG00000014013	Map4k4	ENSRNOT00000019180	301363
ENSRNOG00000020771	Sap18	ENSRNOT00000028179	498002
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000080221	691603
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000027950	691603
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079782	691603
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079505	691603
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000072426	691603
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000049315	691603
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000083314	691603
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000080221	100912724
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000027950	100912724
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079782	100912724
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079505	100912724
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000072426	100912724
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000049315	100912724
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000083314	100912724
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000080221	408207
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000027950	408207
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079782	408207
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079505	408207
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000072426	408207
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000049315	408207
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000083314	408207
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000080221	54272
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000027950	54272
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079782	54272
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079505	54272
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000072426	54272
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000049315	54272
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000083314	54272
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000080221	54269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000027950	54269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079782	54269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079505	54269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000072426	54269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000049315	54269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000083314	54269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000080221	29269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000027950	29269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079782	29269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000079505	29269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000072426	29269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000049315	29269
ENSRNOG00000049991	Mcpt8l3	ENSRNOT00000083314	29269
ENSRNOG00000023627	Cfap74	ENSRNOT00000068525	100362748
ENSRNOG00000028426	Mcf2l	ENSRNOT00000087095	117020
ENSRNOG00000028426	Mcf2l	ENSRNOT00000023352	117020
ENSRNOG00000028426	Mcf2l	ENSRNOT00000079096	117020
ENSRNOG00000028426	Mcf2l	ENSRNOT00000043170	117020
ENSRNOG00000060021	Txlnb	ENSRNOT00000089066	308622
ENSRNOG00000010952	Ift122	ENSRNOT00000086549	312651
ENSRNOG00000010952	Ift122	ENSRNOT00000014733	312651
ENSRNOG00000014630	Iws1	ENSRNOT00000061011	291705
ENSRNOG00000014630	Iws1	ENSRNOT00000085516	291705
ENSRNOG00000051433	LOC103692167	ENSRNOT00000089635	103692167
ENSRNOG00000040058	Krtap20-1	ENSRNOT00000061599	102550816
ENSRNOG00000017539	Mmp9	ENSRNOT00000023965	81687
ENSRNOG00000017539	Mmp9	ENSRNOT00000088776	81687
ENSRNOG00000053452	LOC100361457	ENSRNOT00000079310	100361457
ENSRNOG00000053452	LOC100361457	ENSRNOT00000079310	684969
ENSRNOG00000053452	LOC100361457	ENSRNOT00000079310	287876
ENSRNOG00000048155	Olr745	ENSRNOT00000050785	366123
ENSRNOG00000010467	Cpa5	ENSRNOT00000085798	408212
ENSRNOG00000010467	Cpa5	ENSRNOT00000013948	408212
ENSRNOG00000021452	Hypm	ENSRNOT00000004790	367734
ENSRNOG00000017952	Septin2	ENSRNOT00000024261	117515
ENSRNOG00000046957	AABR07017748.1	ENSRNOT00000072977	
ENSRNOG00000052151	AABR07042565.1	ENSRNOT00000077592	
ENSRNOG00000051578	Zfp54	ENSRNOT00000077642	308232
ENSRNOG00000002711	Nuf2	ENSRNOT00000003650	304951
ENSRNOG00000010868	Rims4	ENSRNOT00000014498	266976
ENSRNOG00000057832	Rnf125	ENSRNOT00000090853	361296
ENSRNOG00000015619	Agfg1	ENSRNOT00000021309	363266
ENSRNOG00000003578	Fem1c	ENSRNOT00000004784	302288
ENSRNOG00000027971	Lrrc31	ENSRNOT00000033267	310256
ENSRNOG00000025296	Lrrc8a	ENSRNOT00000033934	311846
ENSRNOG00000025296	Lrrc8a	ENSRNOT00000078932	311846
ENSRNOG00000032677	Tssc4	ENSRNOT00000046669	361682
ENSRNOG00000006224	Klhl31	ENSRNOT00000008244	315833
ENSRNOG00000058692	Slc26a4	ENSRNOT00000087300	29440
ENSRNOG00000022245	Msantd4	ENSRNOT00000034482	500941
ENSRNOG00000002026	Dnajc28	ENSRNOT00000002771	360699
ENSRNOG00000001709	Ap2m1	ENSRNOT00000058092	116563
ENSRNOG00000001709	Ap2m1	ENSRNOT00000088821	116563
ENSRNOG00000050153	Senp18	ENSRNOT00000049542	408222
ENSRNOG00000061902	Wbp1	ENSRNOT00000079376	103692173
ENSRNOG00000061902	Wbp1	ENSRNOT00000084381	103692173
ENSRNOG00000032386	Olr757	ENSRNOT00000041799	404802
ENSRNOG00000051439	LOC100910181	ENSRNOT00000091179	100910181
ENSRNOG00000039076	Spaca6	ENSRNOT00000014598	688452
ENSRNOG00000031076	AABR07042669.1	ENSRNOT00000047925	
ENSRNOG00000046191	Cgas	ENSRNOT00000081544	682147
ENSRNOG00000046191	Cgas	ENSRNOT00000073286	682147
ENSRNOG00000042927	Sbk3	ENSRNOT00000066307	691408
ENSRNOG00000027257	Gmip	ENSRNOT00000039607	306357
ENSRNOG00000018211	Urod	ENSRNOT00000024719	29421
ENSRNOG00000020533	Htra1	ENSRNOT00000027860	65164
ENSRNOG00000021903	Atad5	ENSRNOT00000035642	303348
ENSRNOG00000013309	Pik3ap1	ENSRNOT00000017938	294048
ENSRNOG00000013309	Pik3ap1	ENSRNOT00000065632	294048
ENSRNOG00000013309	Pik3ap1	ENSRNOT00000077962	294048
ENSRNOG00000033100	AABR07054189.1	ENSRNOT00000044465	
ENSRNOG00000021243	Siglec1	ENSRNOT00000028855	311426
ENSRNOG00000021243	Siglec1	ENSRNOT00000091493	311426
ENSRNOG00000031381	AC129049.1	ENSRNOT00000048691	
ENSRNOG00000023130	Lyplal1	ENSRNOT00000032865	289357
ENSRNOG00000009390	Edn2	ENSRNOT00000012569	24324
ENSRNOG00000027736	Cnn1	ENSRNOT00000029577	65204
ENSRNOG00000057683	AABR07027212.1	ENSRNOT00000081494	
ENSRNOG00000004415	Togaram1	ENSRNOT00000059271	314169
ENSRNOG00000004415	Togaram1	ENSRNOT00000005861	314169
ENSRNOG00000011329	Pkm	ENSRNOT00000015332	100364062
ENSRNOG00000011329	Pkm	ENSRNOT00000083666	100364062
ENSRNOG00000011329	Pkm	ENSRNOT00000015332	25630
ENSRNOG00000011329	Pkm	ENSRNOT00000083666	25630
ENSRNOG00000015407	Olr57	ENSRNOT00000020655	405018
ENSRNOG00000004893	Dmac2l	ENSRNOT00000006509	362749
ENSRNOG00000054626	Rps8	ENSRNOT00000081747	65136
ENSRNOG00000047414	AABR07058479.1	ENSRNOT00000071132	
ENSRNOG00000049326	Tmem234	ENSRNOT00000074235	682404
ENSRNOG00000046023	Exoc4	ENSRNOT00000075621	116654
ENSRNOG00000046023	Exoc4	ENSRNOT00000071249	116654
ENSRNOG00000009166	Ddx24	ENSRNOT00000012256	373065
ENSRNOG00000051499	Tcf3	ENSRNOT00000077122	171046
ENSRNOG00000051499	Tcf3	ENSRNOT00000085899	171046
ENSRNOG00000006491	Foxi3	ENSRNOT00000008494	502846
ENSRNOG00000013920	Arhgap26	ENSRNOT00000090882	307459
ENSRNOG00000013920	Arhgap26	ENSRNOT00000018843	307459
ENSRNOG00000038276	AABR07002622.1	ENSRNOT00000058263	
ENSRNOG00000010812	Osbpl6	ENSRNOT00000091211	311129
ENSRNOG00000010812	Osbpl6	ENSRNOT00000068199	311129
ENSRNOG00000050676	Olr987	ENSRNOT00000048882	366810
ENSRNOG00000017906	Olr804	ENSRNOT00000024076	405142
ENSRNOG00000000392	Supv3l1	ENSRNOT00000000441	294385
ENSRNOG00000000392	Supv3l1	ENSRNOT00000080773	294385
ENSRNOG00000047219	Ube3b	ENSRNOT00000074000	687633
ENSRNOG00000047219	Ube3b	ENSRNOT00000080049	687633
ENSRNOG00000000896	AABR07070892.1	ENSRNOT00000001195	
ENSRNOG00000015732	Bcl2l2	ENSRNOT00000020409	60434
ENSRNOG00000024026	LOC100362078	ENSRNOT00000032208	100362078
ENSRNOG00000003536	Rufy1	ENSRNOT00000004740	360521
ENSRNOG00000061615	AABR07015977.1	ENSRNOT00000078467	
ENSRNOG00000056854	AABR07058498.2	ENSRNOT00000084127	
ENSRNOG00000007864	Vrk2	ENSRNOT00000086299	360991
ENSRNOG00000007864	Vrk2	ENSRNOT00000068190	360991
ENSRNOG00000011284	Sgms2	ENSRNOT00000015020	310849
ENSRNOG00000055586	LOC100910650	ENSRNOT00000079753	100910650
ENSRNOG00000053635	Zkscan8	ENSRNOT00000088280	306974
ENSRNOG00000009921	Serpina3m	ENSRNOT00000013175	299276
ENSRNOG00000004775	Cstf1	ENSRNOT00000055101	311670
ENSRNOG00000010048	Dctn1	ENSRNOT00000068102	29167
ENSRNOG00000010048	Dctn1	ENSRNOT00000078175	29167
